transaction_id,customer_id,transaction_date,amount,payment_status,days_overdue,invoice_id
937,90,2024-02-29,1113.25,Paid,0,INV-90-202402
938,90,2024-02-29,199.00,Paid,0,INV-90-202402
939,91,2023-06-12,2038.93,Paid,0,INV-91-202306
940,91,2023-06-12,199.00,Paid,0,INV-91-202306
941,91,2023-07-12,2038.93,Paid,0,INV-91-202307
942,91,2023-07-12,199.00,Paid,0,INV-91-202307
943,91,2023-08-12,2038.93,Late,7,INV-91-202308
944,91,2023-08-12,199.00,Paid,0,INV-91-202308
945,91,2023-09-12,2038.93,Paid,2,INV-91-202309
946,91,2023-09-12,199.00,Paid,0,INV-91-202309
947,91,2023-10-12,2038.93,Paid,0,INV-91-202310
948,91,2023-10-12,199.00,Paid,0,INV-91-202310
949,91,2023-11-12,2038.93,Paid,0,INV-91-202311
950,91,2023-11-12,199.00,Late,0,INV-91-202311
951,91,2023-12-12,199.00,Paid,0,INV-91-202312
952,91,2024-01-12,199.00,Late,14,INV-91-202401
953,91,2024-02-12,199.00,Paid,0,INV-91-202402
954,91,2024-03-12,199.00,Paid,0,INV-91-202403
955,92,2023-06-28,1941.60,Paid,0,INV-92-202306
956,92,2023-06-28,199.00,Paid,0,INV-92-202306
957,92,2023-07-28,1941.60,Paid,0,INV-92-202307
958,92,2023-07-28,199.00,Paid,0,INV-92-202307
959,92,2023-08-28,1941.60,Paid,0,INV-92-202308
960,92,2023-08-28,199.00,Paid,0,INV-92-202308
961,92,2023-09-28,199.00,Paid,0,INV-92-202309
962,92,2023-10-28,199.00,Paid,0,INV-92-202310
963,92,2023-11-28,199.00,Late,0,INV-92-202311
964,92,2023-12-28,199.00,Paid,0,INV-92-202312
965,92,2024-01-28,199.00,Paid,0,INV-92-202401
966,92,2024-02-28,199.00,Paid,0,INV-92-202402
967,92,2024-03-28,199.00,Paid,6,INV-92-202403
968,93,2023-07-15,1432.07,Paid,0,INV-93-202307
969,93,2023-07-15,199.00,Paid,0,INV-93-202307
970,93,2023-08-15,1432.07,Paid,0,INV-93-202308
971,93,2023-08-15,199.00,Paid,0,INV-93-202308
972,93,2023-09-15,1432.07,Late,13,INV-93-202309
973,93,2023-09-15,199.00,Paid,0,INV-93-202309
974,93,2023-10-15,1432.07,Paid,0,INV-93-202310
975,93,2023-10-15,199.00,Paid,0,INV-93-202310
976,93,2023-11-15,1432.07,Paid,0,INV-93-202311
977,93,2023-11-15,199.00,Paid,0,INV-93-202311
978,93,2023-12-15,1432.07,Paid,0,INV-93-202312
979,93,2023-12-15,199.00,Paid,0,INV-93-202312
980,93,2024-01-15,1432.07,Paid,0,INV-93-202401
981,93,2024-01-15,199.00,Paid,0,INV-93-202401
982,93,2024-02-15,1432.07,Paid,0,INV-93-202402
983,93,2024-02-15,199.00,Paid,0,INV-93-202402
984,93,2024-03-15,1432.07,Paid,0,INV-93-202403
985,93,2024-03-15,199.00,Late,0,INV-93-202403
986,93,2024-04-15,1432.07,Paid,0,INV-93-202404
987,93,2024-04-15,199.00,Paid,0,INV-93-202404
988,94,2023-07-30,1938.77,Paid,0,INV-94-202307
989,94,2023-08-30,1938.77,Paid,10,INV-94-202308
990,94,2023-09-30,1938.77,Paid,0,INV-94-202309
991,94,2023-10-30,1938.77,Late,0,INV-94-202310
992,95,2023-08-10,803.60,Paid,4,INV-95-202308
993,95,2023-09-10,803.60,Late,0,INV-95-202309
994,95,2023-10-10,803.60,Paid,0,INV-95-202310
995,95,2023-11-10,803.60,Late,0,INV-95-202311
996,95,2023-12-10,803.60,Paid,0,INV-95-202312
997,95,2024-01-10,803.60,Paid,0,INV-95-202401
998,95,2024-02-10,803.60,Paid,4,INV-95-202402
999,95,2024-03-10,803.60,Paid,0,INV-95-202403
1000,95,2024-04-10,803.60,Paid,8,INV-95-202404
1001,95,2024-05-10,803.60,Paid,0,INV-95-202405
1002,96,2023-08-25,1085.87,Paid,0,INV-96-202308
1003,96,2023-08-25,199.00,Paid,14,INV-96-202308
1004,96,2023-09-25,1085.87,Paid,0,INV-96-202309
1005,96,2023-09-25,199.00,Paid,0,INV-96-202309
1006,96,2023-10-25,1085.87,Paid,0,INV-96-202310
1007,96,2023-10-25,199.00,Paid,0,INV-96-202310
1008,96,2023-11-25,1085.87,Paid,0,INV-96-202311
1009,96,2023-11-25,199.00,Paid,13,INV-96-202311
1010,96,2023-12-25,1085.87,Late,0,INV-96-202312
1011,96,2023-12-25,199.00,Paid,0,INV-96-202312
1012,96,2024-01-25,1085.87,Paid,5,INV-96-202401
1013,96,2024-01-25,199.00,Paid,0,INV-96-202401
1014,96,2024-02-25,1085.87,Failed,12,INV-96-202402
1015,96,2024-02-25,199.00,Paid,0,INV-96-202402
1016,96,2024-03-25,1085.87,Paid,15,INV-96-202403
1017,96,2024-03-25,199.00,Paid,0,INV-96-202403
1018,96,2024-04-25,199.00,Paid,2,INV-96-202404
1019,96,2024-05-25,199.00,Paid,0,INV-96-202405
1020,97,2023-09-08,1343.98,Paid,0,INV-97-202309
1021,97,2023-09-08,199.00,Paid,0,INV-97-202309
1022,97,2023-10-08,1343.98,Paid,15,INV-97-202310
1023,97,2023-10-08,199.00,Paid,0,INV-97-202310
1024,97,2023-11-08,1343.98,Paid,0,INV-97-202311
1025,97,2023-11-08,199.00,Paid,0,INV-97-202311
1026,97,2023-12-08,1343.98,Paid,1,INV-97-202312
1027,97,2023-12-08,199.00,Late,0,INV-97-202312
1028,97,2024-01-08,1343.98,Paid,5,INV-97-202401
1029,97,2024-01-08,199.00,Paid,0,INV-97-202401
1030,97,2024-02-08,1343.98,Paid,0,INV-97-202402
1031,97,2024-02-08,199.00,Paid,0,INV-97-202402
1032,97,2024-03-08,1343.98,Paid,0,INV-97-202403
1033,97,2024-03-08,199.00,Paid,0,INV-97-202403
1034,97,2024-04-08,1343.98,Paid,0,INV-97-202404
1035,97,2024-04-08,199.00,Paid,10,INV-97-202404
1036,97,2024-05-08,1343.98,Paid,0,INV-97-202405
1037,97,2024-05-08,199.00,Paid,0,INV-97-202405
1038,97,2024-06-08,1343.98,Paid,0,INV-97-202406
1039,97,2024-06-08,199.00,Paid,0,INV-97-202406
1040,98,2023-09-22,1033.23,Paid,0,INV-98-202309
1041,98,2023-10-22,1033.23,Paid,0,INV-98-202310
1042,98,2023-11-22,1033.23,Paid,11,INV-98-202311
1043,98,2023-12-22,1033.23,Paid,0,INV-98-202312
1044,98,2024-01-22,1033.23,Paid,0,INV-98-202401
1045,98,2024-02-22,1033.23,Late,27,INV-98-202402
1046,98,2024-03-22,1033.23,Late,5,INV-98-202403
1047,98,2024-04-22,1033.23,Late,17,INV-98-202404
1048,98,2024-05-22,1033.23,Pending,28,INV-98-202405
1049,98,2024-06-22,1033.23,Failed,26,INV-98-202406
1050,99,2023-10-12,838.46,Paid,0,INV-99-202310
1051,99,2023-11-12,838.46,Late,0,INV-99-202311
1052,99,2023-12-12,838.46,Paid,0,INV-99-202312
1053,99,2024-01-12,838.46,Late,0,INV-99-202401
1054,99,2024-02-12,838.46,Paid,0,INV-99-202402
1055,99,2024-03-12,838.46,Paid,0,INV-99-202403
1056,99,2024-04-12,838.46,Paid,0,INV-99-202404
1057,99,2024-05-12,838.46,Paid,12,INV-99-202405
1058,99,2024-06-12,838.46,Paid,0,INV-99-202406
1059,99,2024-07-12,838.46,Paid,0,INV-99-202407
1060,100,2023-10-28,1075.27,Paid,0,INV-100-202310
1061,100,2023-10-28,199.00,Paid,0,INV-100-202310
1062,100,2023-11-28,1075.27,Paid,0,INV-100-202311
1063,100,2023-11-28,199.00,Failed,0,INV-100-202311
1064,100,2023-12-28,1075.27,Late,0,INV-100-202312
1065,100,2023-12-28,199.00,Late,0,INV-100-202312
1066,100,2024-01-28,1075.27,Paid,6,INV-100-202401
1067,100,2024-01-28,199.00,Paid,0,INV-100-202401
1068,100,2024-02-28,1075.27,Paid,0,INV-100-202402
1069,100,2024-02-28,199.00,Paid,0,INV-100-202402
1070,100,2024-03-28,1075.27,Paid,6,INV-100-202403
1071,100,2024-03-28,199.00,Paid,0,INV-100-202403
1072,100,2024-04-28,1075.27,Late,7,INV-100-202404
1073,100,2024-04-28,199.00,Paid,0,INV-100-202404
1074,100,2024-05-28,1075.27,Paid,0,INV-100-202405
1075,100,2024-05-28,199.00,Paid,4,INV-100-202405
1076,100,2024-06-28,1075.27,Late,0,INV-100-202406
1077,100,2024-06-28,199.00,Paid,0,INV-100-202406
1078,100,2024-07-28,1075.27,Paid,0,INV-100-202407
1079,100,2024-07-28,199.00,Paid,0,INV-100-202407
1080,101,2023-01-04,1550.88,Paid,0,INV-101-202301
1081,101,2023-02-04,1550.88,Paid,3,INV-101-202302
1082,101,2023-03-04,1550.88,Late,0,INV-101-202303
1083,101,2023-04-04,1550.88,Paid,0,INV-101-202304
1084,101,2023-05-04,1550.88,Paid,0,INV-101-202305
1085,101,2023-06-04,1550.88,Paid,0,INV-101-202306
1086,101,2023-07-04,1550.88,Late,15,INV-101-202307
1087,101,2023-08-04,1550.88,Late,0,INV-101-202308
1088,101,2023-09-04,1550.88,Late,15,INV-101-202309
1089,101,2023-10-04,1550.88,Late,0,INV-101-202310
1090,102,2023-01-07,1283.36,Paid,0,INV-102-202301
1091,102,2023-01-07,199.00,Paid,7,INV-102-202301
1092,102,2023-02-07,1283.36,Paid,9,INV-102-202302
1093,102,2023-02-07,199.00,Paid,0,INV-102-202302
1094,102,2023-03-07,1283.36,Paid,0,INV-102-202303
1095,102,2023-03-07,199.00,Paid,0,INV-102-202303
1096,102,2023-04-07,1283.36,Paid,0,INV-102-202304
1097,102,2023-04-07,199.00,Paid,1,INV-102-202304
1098,102,2023-05-07,1283.36,Paid,0,INV-102-202305
1099,102,2023-05-07,199.00,Paid,0,INV-102-202305
1100,102,2023-06-07,1283.36,Paid,11,INV-102-202306
1101,102,2023-06-07,199.00,Paid,0,INV-102-202306
1102,102,2023-07-07,1283.36,Late,0,INV-102-202307
1103,102,2023-07-07,199.00,Late,0,INV-102-202307
1104,102,2023-08-07,1283.36,Paid,15,INV-102-202308
1105,102,2023-08-07,199.00,Paid,0,INV-102-202308
1106,102,2023-09-07,1283.36,Paid,0,INV-102-202309
1107,102,2023-09-07,199.00,Paid,0,INV-102-202309
1108,102,2023-10-07,1283.36,Late,0,INV-102-202310
1109,102,2023-10-07,199.00,Paid,0,INV-102-202310
1110,103,2023-01-10,1413.00,Paid,0,INV-103-202301
1111,103,2023-02-10,1413.00,Paid,0,INV-103-202302
1112,103,2023-03-10,1413.00,Paid,0,INV-103-202303
1113,103,2023-04-10,1413.00,Paid,0,INV-103-202304
1114,103,2023-05-10,1413.00,Paid,0,INV-103-202305
1115,103,2023-06-10,1413.00,Paid,0,INV-103-202306
1116,103,2023-07-10,1413.00,Paid,0,INV-103-202307
1117,103,2023-08-10,1413.00,Paid,0,INV-103-202308
1118,103,2023-09-10,1413.00,Paid,0,INV-103-202309
1119,103,2023-10-10,1413.00,Late,7,INV-103-202310
1120,104,2023-01-13,1123.92,Paid,0,INV-104-202301
1121,104,2023-01-13,199.00,Paid,6,INV-104-202301
1122,104,2023-02-13,1123.92,Paid,0,INV-104-202302
1123,104,2023-02-13,199.00,Paid,0,INV-104-202302
1124,104,2023-03-13,1123.92,Paid,4,INV-104-202303
1125,104,2023-03-13,199.00,Paid,0,INV-104-202303
1126,104,2023-04-13,1123.92,Paid,0,INV-104-202304
1127,104,2023-04-13,199.00,Paid,0,INV-104-202304
1128,104,2023-05-13,1123.92,Paid,6,INV-104-202305
1129,104,2023-05-13,199.00,Paid,0,INV-104-202305
1130,104,2023-06-13,1123.92,Late,0,INV-104-202306
1131,104,2023-06-13,199.00,Late,0,INV-104-202306
1132,104,2023-07-13,1123.92,Late,5,INV-104-202307
1133,104,2023-07-13,199.00,Paid,0,INV-104-202307
1134,104,2023-08-13,1123.92,Paid,2,INV-104-202308
1135,104,2023-08-13,199.00,Late,0,INV-104-202308
1136,104,2023-09-13,1123.92,Late,0,INV-104-202309
1137,104,2023-09-13,199.00,Paid,0,INV-104-202309
1138,104,2023-10-13,1123.92,Paid,0,INV-104-202310
1139,104,2023-10-13,199.00,Paid,0,INV-104-202310
1140,105,2023-01-16,2298.70,Paid,0,INV-105-202301
1141,105,2023-01-16,199.00,Paid,0,INV-105-202301
1142,105,2023-02-16,2298.70,Paid,0,INV-105-202302
1143,105,2023-02-16,199.00,Failed,0,INV-105-202302
1144,105,2023-03-16,2298.70,Paid,0,INV-105-202303
1145,105,2023-03-16,199.00,Paid,0,INV-105-202303
1146,105,2023-04-16,2298.70,Paid,5,INV-105-202304
1147,105,2023-04-16,199.00,Paid,8,INV-105-202304
1148,105,2023-05-16,2298.70,Paid,0,INV-105-202305
1149,105,2023-05-16,199.00,Paid,0,INV-105-202305
1150,105,2023-06-16,2298.70,Paid,0,INV-105-202306
1151,105,2023-06-16,199.00,Paid,7,INV-105-202306
1152,105,2023-07-16,2298.70,Paid,0,INV-105-202307
1153,105,2023-07-16,199.00,Late,0,INV-105-202307
1154,105,2023-08-16,2298.70,Paid,0,INV-105-202308
1155,105,2023-08-16,199.00,Paid,0,INV-105-202308
1156,105,2023-09-16,2298.70,Paid,0,INV-105-202309
1157,105,2023-09-16,199.00,Paid,0,INV-105-202309
1158,105,2023-10-16,2298.70,Paid,0,INV-105-202310
1159,105,2023-10-16,199.00,Paid,0,INV-105-202310
1160,106,2023-01-19,1234.32,Paid,0,INV-106-202301
1161,106,2023-02-19,1234.32,Paid,10,INV-106-202302
1162,106,2023-03-19,1234.32,Paid,0,INV-106-202303
1163,106,2023-04-19,1234.32,Paid,0,INV-106-202304
1164,106,2023-05-19,1234.32,Paid,0,INV-106-202305
1165,106,2023-06-19,1234.32,Pending,10,INV-106-202306
1166,106,2023-07-19,1234.32,Late,25,INV-106-202307
1167,106,2023-08-19,1234.32,Pending,16,INV-106-202308
1168,106,2023-09-19,1234.32,Late,23,INV-106-202309
1169,106,2023-10-19,1234.32,Late,12,INV-106-202310
1170,107,2023-01-22,1132.73,Paid,0,INV-107-202301
1171,107,2023-01-22,199.00,Late,0,INV-107-202301
1172,107,2023-02-22,1132.73,Late,14,INV-107-202302
1173,107,2023-02-22,199.00,Paid,0,INV-107-202302
1174,107,2023-03-22,1132.73,Paid,0,INV-107-202303
1175,107,2023-03-22,199.00,Paid,0,INV-107-202303
1176,107,2023-04-22,1132.73,Paid,0,INV-107-202304
1177,107,2023-04-22,199.00,Paid,2,INV-107-202304
1178,107,2023-05-22,1132.73,Paid,9,INV-107-202305
1179,107,2023-05-22,199.00,Paid,0,INV-107-202305
1180,107,2023-06-22,1132.73,Paid,0,INV-107-202306
1181,107,2023-06-22,199.00,Late,3,INV-107-202306
1182,107,2023-07-22,1132.73,Paid,0,INV-107-202307
1183,107,2023-07-22,199.00,Paid,0,INV-107-202307
1184,107,2023-08-22,1132.73,Paid,0,INV-107-202308
1185,107,2023-08-22,199.00,Paid,0,INV-107-202308
1186,107,2023-09-22,1132.73,Paid,0,INV-107-202309
1187,107,2023-09-22,199.00,Paid,6,INV-107-202309
1188,107,2023-10-22,1132.73,Late,0,INV-107-202310
1189,107,2023-10-22,199.00,Paid,0,INV-107-202310
1190,108,2023-01-25,1280.19,Paid,3,INV-108-202301
1191,108,2023-01-25,199.00,Paid,0,INV-108-202301
1192,108,2023-02-25,1280.19,Paid,0,INV-108-202302
1193,108,2023-02-25,199.00,Paid,0,INV-108-202302
1194,108,2023-03-25,1280.19,Paid,0,INV-108-202303
1195,108,2023-03-25,199.00,Failed,0,INV-108-202303
1196,108,2023-04-25,199.00,Paid,0,INV-108-202304
1197,108,2023-05-25,199.00,Paid,0,INV-108-202305
1198,108,2023-06-25,199.00,Late,0,INV-108-202306
1199,108,2023-07-25,199.00,Paid,14,INV-108-202307
1200,108,2023-08-25,199.00,Paid,0,INV-108-202308
1201,108,2023-09-25,199.00,Paid,0,INV-108-202309
1202,108,2023-10-25,199.00,Paid,0,INV-108-202310
1203,109,2023-01-28,2377.12,Paid,0,INV-109-202301
1204,109,2023-01-28,199.00,Paid,0,INV-109-202301
1205,109,2023-02-28,2377.12,Paid,10,INV-109-202302
1206,109,2023-02-28,199.00,Paid,0,INV-109-202302
1207,109,2023-03-28,2377.12,Paid,0,INV-109-202303
1208,109,2023-03-28,199.00,Paid,0,INV-109-202303
1209,109,2023-04-28,2377.12,Paid,0,INV-109-202304
1210,109,2023-04-28,199.00,Late,0,INV-109-202304
1211,109,2023-05-28,2377.12,Paid,0,INV-109-202305
1212,109,2023-05-28,199.00,Late,0,INV-109-202305
1213,109,2023-06-28,2377.12,Late,7,INV-109-202306
1214,109,2023-06-28,199.00,Paid,12,INV-109-202306
1215,109,2023-07-28,2377.12,Paid,0,INV-109-202307
1216,109,2023-07-28,199.00,Paid,0,INV-109-202307
1217,109,2023-08-28,2377.12,Paid,0,INV-109-202308
1218,109,2023-08-28,199.00,Paid,0,INV-109-202308
1219,109,2023-09-28,2377.12,Paid,0,INV-109-202309
1220,109,2023-09-28,199.00,Paid,0,INV-109-202309
1221,109,2023-10-28,2377.12,Paid,0,INV-109-202310
1222,109,2023-10-28,199.00,Paid,11,INV-109-202310
1223,110,2023-01-31,845.37,Paid,0,INV-110-202301
1224,110,2023-02-28,845.37,Paid,7,INV-110-202302
1225,110,2023-03-31,845.37,Paid,0,INV-110-202303
1226,110,2023-04-30,845.37,Paid,0,INV-110-202304
1227,110,2023-05-31,845.37,Paid,0,INV-110-202305
1228,110,2023-06-30,845.37,Paid,13,INV-110-202306
1229,110,2023-07-31,845.37,Paid,14,INV-110-202307
1230,110,2023-08-31,845.37,Paid,0,INV-110-202308
1231,110,2023-09-30,845.37,Paid,0,INV-110-202309
1232,110,2023-10-31,845.37,Paid,0,INV-110-202310
1233,111,2023-02-03,2472.28,Paid,0,INV-111-202302
1234,111,2023-02-03,199.00,Paid,0,INV-111-202302
1235,111,2023-03-03,2472.28,Paid,0,INV-111-202303
1236,111,2023-03-03,199.00,Paid,0,INV-111-202303
1237,111,2023-04-03,2472.28,Paid,0,INV-111-202304
1238,111,2023-04-03,199.00,Paid,0,INV-111-202304
1239,111,2023-05-03,2472.28,Paid,0,INV-111-202305
1240,111,2023-05-03,199.00,Late,0,INV-111-202305
1241,111,2023-06-03,2472.28,Paid,0,INV-111-202306
1242,111,2023-06-03,199.00,Paid,0,INV-111-202306
1243,111,2023-07-03,2472.28,Paid,0,INV-111-202307
1244,111,2023-07-03,199.00,Paid,0,INV-111-202307
1245,111,2023-08-03,2472.28,Paid,0,INV-111-202308
1246,111,2023-08-03,199.00,Late,11,INV-111-202308
1247,111,2023-09-03,2472.28,Paid,0,INV-111-202309
1248,111,2023-09-03,199.00,Late,0,INV-111-202309
1249,111,2023-10-03,2472.28,Paid,0,INV-111-202310
1250,111,2023-10-03,199.00,Late,0,INV-111-202310
1251,111,2023-11-03,2472.28,Paid,0,INV-111-202311
1252,111,2023-11-03,199.00,Paid,11,INV-111-202311
1253,112,2023-02-06,1856.23,Paid,0,INV-112-202302
1254,112,2023-03-06,1856.23,Paid,0,INV-112-202303
1255,112,2023-04-06,1856.23,Paid,0,INV-112-202304
1256,112,2023-05-06,1856.23,Failed,0,INV-112-202305
1257,112,2023-06-06,1856.23,Paid,0,INV-112-202306
1258,112,2023-07-06,1856.23,Late,0,INV-112-202307
1259,112,2023-08-06,1856.23,Paid,0,INV-112-202308
1260,112,2023-09-06,1856.23,Paid,0,INV-112-202309
1261,112,2023-10-06,1856.23,Late,0,INV-112-202310
1262,112,2023-11-06,1856.23,Late,0,INV-112-202311
1263,113,2023-02-09,1016.33,Late,0,INV-113-202302
1264,113,2023-03-09,1016.33,Paid,0,INV-113-202303
1265,113,2023-04-09,1016.33,Paid,0,INV-113-202304
1266,113,2023-05-09,1016.33,Late,0,INV-113-202305
1267,113,2023-06-09,1016.33,Late,0,INV-113-202306
1268,113,2023-07-09,1016.33,Late,0,INV-113-202307
1269,113,2023-08-09,1016.33,Paid,0,INV-113-202308
1270,113,2023-09-09,1016.33,Paid,0,INV-113-202309
1271,113,2023-10-09,1016.33,Paid,0,INV-113-202310
1272,113,2023-11-09,1016.33,Paid,0,INV-113-202311
1273,114,2023-02-12,976.16,Paid,7,INV-114-202302
1274,114,2023-02-12,199.00,Paid,0,INV-114-202302
1275,114,2023-03-12,976.16,Paid,0,INV-114-202303
1276,114,2023-03-12,199.00,Paid,0,INV-114-202303
1277,114,2023-04-12,976.16,Paid,0,INV-114-202304
1278,114,2023-04-12,199.00,Paid,0,INV-114-202304
1279,114,2023-05-12,976.16,Paid,0,INV-114-202305
1280,114,2023-05-12,199.00,Paid,0,INV-114-202305
1281,114,2023-06-12,976.16,Paid,0,INV-114-202306
1282,114,2023-06-12,199.00,Paid,1,INV-114-202306
1283,114,2023-07-12,976.16,Paid,0,INV-114-202307
1284,114,2023-07-12,199.00,Paid,9,INV-114-202307
1285,114,2023-08-12,976.16,Paid,0,INV-114-202308
1286,114,2023-08-12,199.00,Paid,0,INV-114-202308
1287,114,2023-09-12,199.00,Late,0,INV-114-202309
1288,114,2023-10-12,199.00,Paid,0,INV-114-202310
1289,114,2023-11-12,199.00,Paid,0,INV-114-202311
1290,115,2023-02-15,1324.81,Paid,3,INV-115-202302
1291,115,2023-03-15,1324.81,Paid,0,INV-115-202303
1292,115,2023-04-15,1324.81,Paid,1,INV-115-202304
1293,115,2023-05-15,1324.81,Paid,0,INV-115-202305
1294,115,2023-06-15,1324.81,Late,2,INV-115-202306
1295,115,2023-07-15,1324.81,Paid,0,INV-115-202307
1296,115,2023-08-15,1324.81,Paid,0,INV-115-202308
1297,116,2023-02-18,2143.77,Paid,0,INV-116-202302
1298,116,2023-03-18,2143.77,Paid,0,INV-116-202303
1299,116,2023-04-18,2143.77,Failed,20,INV-116-202304
1300,116,2023-05-18,2143.77,Late,10,INV-116-202305
1301,116,2023-06-18,2143.77,Late,18,INV-116-202306
1302,116,2023-07-18,2143.77,Late,24,INV-116-202307
1303,116,2023-08-18,2143.77,Pending,16,INV-116-202308
1304,116,2023-09-18,2143.77,Late,22,INV-116-202309
1305,116,2023-10-18,2143.77,Late,26,INV-116-202310
1306,116,2023-11-18,2143.77,Late,23,INV-116-202311
1307,117,2023-02-21,1113.18,Late,0,INV-117-202302
1308,117,2023-03-21,1113.18,Paid,0,INV-117-202303
1309,117,2023-04-21,1113.18,Paid,3,INV-117-202304
1310,117,2023-05-21,1113.18,Paid,5,INV-117-202305
1311,117,2023-06-21,1113.18,Paid,0,INV-117-202306
1312,117,2023-07-21,1113.18,Paid,0,INV-117-202307
1313,117,2023-08-21,1113.18,Late,2,INV-117-202308
1314,117,2023-09-21,1113.18,Paid,0,INV-117-202309
1315,117,2023-10-21,1113.18,Paid,0,INV-117-202310
1316,117,2023-11-21,1113.18,Paid,4,INV-117-202311
1317,118,2023-02-24,1098.55,Failed,9,INV-118-202302
1318,118,2023-03-24,1098.55,Failed,8,INV-118-202303
1319,118,2023-04-24,1098.55,Late,12,INV-118-202304
1320,118,2023-05-24,1098.55,Failed,19,INV-118-202305
1321,118,2023-06-24,1098.55,Pending,10,INV-118-202306
1322,118,2023-07-24,1098.55,Pending,28,INV-118-202307
1323,118,2023-08-24,1098.55,Late,12,INV-118-202308
1324,118,2023-09-24,1098.55,Pending,10,INV-118-202309
1325,118,2023-10-24,1098.55,Pending,25,INV-118-202310
1326,118,2023-11-24,1098.55,Pending,20,INV-118-202311
1327,119,2023-02-27,1949.88,Paid,0,INV-119-202302
1328,119,2023-02-27,199.00,Paid,0,INV-119-202302
1329,119,2023-03-27,1949.88,Paid,0,INV-119-202303
1330,119,2023-03-27,199.00,Paid,0,INV-119-202303
1331,119,2023-04-27,1949.88,Paid,0,INV-119-202304
1332,119,2023-04-27,199.00,Paid,0,INV-119-202304
1333,119,2023-05-27,1949.88,Paid,0,INV-119-202305
1334,119,2023-05-27,199.00,Late,0,INV-119-202305
1335,119,2023-06-27,1949.88,Paid,0,INV-119-202306
1336,119,2023-06-27,199.00,Paid,0,INV-119-202306
1337,119,2023-07-27,1949.88,Paid,0,INV-119-202307
1338,119,2023-07-27,199.00,Paid,4,INV-119-202307
1339,119,2023-08-27,1949.88,Late,0,INV-119-202308
1340,119,2023-08-27,199.00,Paid,1,INV-119-202308
1341,119,2023-09-27,1949.88,Paid,0,INV-119-202309
1342,119,2023-09-27,199.00,Late,0,INV-119-202309
1343,119,2023-10-27,1949.88,Paid,0,INV-119-202310
1344,119,2023-10-27,199.00,Paid,0,INV-119-202310
1345,119,2023-11-27,1949.88,Paid,0,INV-119-202311
1346,119,2023-11-27,199.00,Late,0,INV-119-202311
1347,120,2023-03-02,1069.62,Paid,0,INV-120-202303
1348,120,2023-04-02,1069.62,Paid,0,INV-120-202304
1349,120,2023-05-02,1069.62,Paid,0,INV-120-202305
1350,120,2023-06-02,1069.62,Paid,0,INV-120-202306
1351,120,2023-07-02,1069.62,Late,20,INV-120-202307
1352,120,2023-08-02,1069.62,Failed,19,INV-120-202308
1353,120,2023-09-02,1069.62,Pending,5,INV-120-202309
1354,120,2023-10-02,1069.62,Late,23,INV-120-202310
1355,120,2023-11-02,1069.62,Late,27,INV-120-202311
1356,120,2023-12-02,1069.62,Failed,24,INV-120-202312
1357,121,2023-03-05,1327.49,Late,0,INV-121-202303
1358,121,2023-04-05,1327.49,Paid,0,INV-121-202304
1359,121,2023-05-05,1327.49,Paid,10,INV-121-202305
1360,121,2023-06-05,1327.49,Late,0,INV-121-202306
1361,121,2023-07-05,1327.49,Paid,0,INV-121-202307
1362,121,2023-08-05,1327.49,Paid,0,INV-121-202308
1363,121,2023-09-05,1327.49,Paid,0,INV-121-202309
1364,121,2023-10-05,1327.49,Paid,0,INV-121-202310
1365,121,2023-11-05,1327.49,Paid,0,INV-121-202311
1366,121,2023-12-05,1327.49,Paid,4,INV-121-202312
1367,122,2023-03-08,1211.49,Late,0,INV-122-202303
1368,122,2023-04-08,1211.49,Paid,5,INV-122-202304
1369,122,2023-05-08,1211.49,Paid,0,INV-122-202305
1370,122,2023-06-08,1211.49,Late,0,INV-122-202306
1371,122,2023-07-08,1211.49,Paid,0,INV-122-202307
1372,122,2023-08-08,1211.49,Paid,0,INV-122-202308
1373,122,2023-09-08,1211.49,Paid,0,INV-122-202309
1374,122,2023-10-08,1211.49,Late,0,INV-122-202310
1375,122,2023-11-08,1211.49,Paid,0,INV-122-202311
1376,122,2023-12-08,1211.49,Paid,0,INV-122-202312
1377,123,2023-03-11,1202.88,Paid,0,INV-123-202303
1378,123,2023-04-11,1202.88,Paid,0,INV-123-202304
1379,123,2023-05-11,1202.88,Paid,0,INV-123-202305
1380,123,2023-06-11,1202.88,Pending,26,INV-123-202306
1381,123,2023-07-11,1202.88,Pending,10,INV-123-202307
1382,123,2023-08-11,1202.88,Failed,27,INV-123-202308
1383,123,2023-09-11,1202.88,Late,21,INV-123-202309
1384,123,2023-10-11,1202.88,Pending,26,INV-123-202310
1385,123,2023-11-11,1202.88,Pending,27,INV-123-202311
1386,123,2023-12-11,1202.88,Late,10,INV-123-202312
1387,124,2023-03-14,880.53,Paid,0,INV-124-202303
1388,124,2023-03-14,199.00,Paid,0,INV-124-202303
1389,124,2023-04-14,880.53,Paid,0,INV-124-202304
1390,124,2023-04-14,199.00,Paid,0,INV-124-202304
1391,124,2023-05-14,880.53,Paid,0,INV-124-202305
1392,124,2023-05-14,199.00,Paid,0,INV-124-202305
1393,124,2023-06-14,880.53,Paid,0,INV-124-202306
1394,124,2023-06-14,199.00,Paid,4,INV-124-202306
1395,124,2023-07-14,880.53,Paid,0,INV-124-202307
1396,124,2023-07-14,199.00,Late,0,INV-124-202307
1397,124,2023-08-14,880.53,Paid,0,INV-124-202308
